datetime,filename,copy_count,printer_name,double_sided_arg,status_code
2022-03-28 00:23:59.612334,Milestone1.pdf,1,HP-LaserJet-P4015,two-sided-long-edge,0
2022-03-28 00:24:59.612334,Milestone1.pdf,1,HP-LaserJet-P4015,two-sided-long-edge,0
2022-03-28 00:27:59.612334,Milestone1.pdf,1,HP-LaserJet-P4015,two-sided-long-edge,0
2022-03-28 00:31:36.401040,Milestone1.pdf,1,HP-LaserJet-P4015,two-sided-long-edge,0
